source_id,reservoir_id,reservoir_name,title,url,raw_host,official_owner,document_type,source_tier,selection_reason,access_date,acquisition_method,content_type,content_sha256,duplicate_of,status,raw_file_saved,raw_file_path,extracted_text_saved,extracted_text_path,extracted_text_length
LP-20260625-A-015,597,Lake Powell,2026 Drought Response Operations Plan Summary and Framework,https://usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/2026/uc-2026droughtresponseoperationsplan-summaryandframework-508-20260423.pdf,usbr.gov,Bureau of Reclamation,operating_plan,TR-A,Official 2026 DROA framework for Lake Powell monthly operational adjustments.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,1bd6185dbdb1caeac166ce39da932196dca2f704945b3874e4e099cd41b37f0f,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-A-015_2026_drought_response_operations_plan_summary_and_framework.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-A-015_2026_drought_response_operations_plan_summary_and_framework.txt,78601
LP-20260625-A-016,597,Lake Powell,2026 Drought Response Operations Plan Attachments,https://usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/2026/uc-2026droughtresponseoperationsplan-attachmentsa-h-508-20260423.pdf,usbr.gov,Bureau of Reclamation,operating_plan,TR-A,Official 2026 DROA attachments with operational assumptions and hydrologic context.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,a32a3f8308ff9cbad2e5fd1bf0408a36f71ec1a68262b15812f25367124726bb,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-A-016_2026_drought_response_operations_plan_attachments.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-A-016_2026_drought_response_operations_plan_attachments.txt,97591
LP-20260625-A-017,597,Lake Powell,Colorado River Basin Drought Contingency Plans page,https://www.usbr.gov/ColoradoRiverBasin/dcp/index.html,www.usbr.gov,Bureau of Reclamation,agency_webpage,TR-A,Official DCP page explaining DROA and critical Lake Powell elevation logic.,2026-06-25,stage1_agentic_workflow_20260625,text/html; charset=UTF-8,e5a3713f3fb66ece922f6734678fc0a2d937b7e2d11a274a0a0f7758d6574b2f,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-A-017_colorado_river_basin_drought_contingency_plans_page.html,True,runs\lake_powell_20260625\sources\text\LP-20260625-A-017_colorado_river_basin_drought_contingency_plans_page.txt,11587
LP-20260625-A-018,597,Lake Powell,Reclamation Acts to Protect Colorado River System,https://www.usbr.gov/newsroom/news-release/5326,www.usbr.gov,Bureau of Reclamation,event_case_report,TR-A,Official Reclamation action/news release on protecting Lake Powell and Glen Canyon Dam under low reservoir risk.,2026-06-25,stage1_agentic_workflow_20260625,text/html; charset=utf-8,c756058ec54aea6c44bd81a0d67c60d7e49e1053fcc349090f2f02e1f34c81f9,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-A-018_reclamation_acts_to_protect_colorado_river_system.html,True,runs\lake_powell_20260625\sources\text\LP-20260625-A-018_reclamation_acts_to_protect_colorado_river_system.txt,8222
LP-20260625-A-019,597,Lake Powell,Reclamation announces river outlet works relining at Glen Canyon Dam,https://www.usbr.gov/newsroom/news-release/4946,www.usbr.gov,Bureau of Reclamation,event_case_report,TR-A,Official news release on Glen Canyon Dam river outlet works relining.,2026-06-25,stage1_agentic_workflow_20260625,text/html; charset=utf-8,d3b931eca83aac60add2110e7104c56376e87f3abe39561c857917c8695d4f50,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-A-019_reclamation_announces_river_outlet_works_relining_at_glen_canyon_dam.html,True,runs\lake_powell_20260625\sources\text\LP-20260625-A-019_reclamation_announces_river_outlet_works_relining_at_glen_canyon_dam.txt,6444
LP-20260625-A-020,597,Lake Powell,Reclamation completes low-water intake connection at Glen Canyon Dam,https://www.usbr.gov/newsroom/news-release/4405,www.usbr.gov,Bureau of Reclamation,event_case_report,TR-A,Official news release on infrastructure for low Lake Powell levels and dead pool context.,2026-06-25,stage1_agentic_workflow_20260625,text/html; charset=utf-8,1124625c43a72427c6a9b9cd22cdac792b57860e597a910c811a9afd5add5a9b,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-A-020_reclamation_completes_low_water_intake_connection_at_glen_canyon_dam.html,True,runs\lake_powell_20260625\sources\text\LP-20260625-A-020_reclamation_completes_low_water_intake_connection_at_glen_canyon_dam.txt,5481
LP-20260625-A-021,597,Lake Powell,Colorado River Storage Project Fact Sheet,https://www.usbr.gov/ColoradoRiverBasin/MediaKit/20220100-ColoradoRiverStorageProjectFactSheet-508-UCRO.pdf,www.usbr.gov,Bureau of Reclamation,technical_memo,TR-A,"Official CRSP fact sheet covering hydropower, compact compliance, and DCP context.",2026-06-25,stage1_agentic_workflow_20260625,application/pdf,43a50f6e4346049de2f160856f7afb9ab6089fce3b622ab888b5dcdc245ca2e3,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-A-021_colorado_river_storage_project_fact_sheet.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-A-021_colorado_river_storage_project_fact_sheet.txt,4197
LP-20260625-B-001,597,Lake Powell,Dams and Rivers: A Primer on the Downstream Effects of Dams,https://pubs.usgs.gov/circ/1996/1126/report.pdf,pubs.usgs.gov,U.S. Geological Survey circular/U.S. Geological Survey Circular,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,d13736435f077e0cc8a8a601bb015168fc0675a7ca5fa296f700eed9d54ce264,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-001_dams_and_rivers_a_primer_on_the_downstream_effects_of_dams.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-001_dams_and_rivers_a_primer_on_the_downstream_effects_of_dams.txt,177725
LP-20260625-B-002,597,Lake Powell,A multimodel ensemble approach to assessment of climate change impacts on the hydrology and water resources of the Colorado River Basin,https://hess.copernicus.org/articles/11/1417/2007/hess-11-1417-2007.pdf,hess.copernicus.org,Hydrology and earth system sciences,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,043ad1402bf555e12bc6bf3756ed5ff4150647d7b8ae9fe2fc0423a1b02f312e,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-002_a_multimodel_ensemble_approach_to_assessment_of_climate_change_impacts_on_the_hy.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-002_a_multimodel_ensemble_approach_to_assessment_of_climate_change_impacts_on_the_hy.txt,80794
LP-20260625-B-003,597,Lake Powell,Designing flows to resolve human and environmental water needs in a dam-regulated river,https://www.nature.com/articles/s41467-017-02226-4.pdf,www.nature.com,Nature Communications,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,text/html; charset=utf-8,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-003_designing_flows_to_resolve_human_and_environmental_water_needs_in_a_dam_regulate.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-003_designing_flows_to_resolve_human_and_environmental_water_needs_in_a_dam_regulate.txt,59
LP-20260625-B-004,597,Lake Powell,"Turbidity, light, temperature, and hydropeaking control primary productivity in the Colorado River, Grand Canyon",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lno.10031,onlinelibrary.wiley.com,Limnology and Oceanography,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,,,,failed: HTTP Error 403: Forbidden,False,,False,,0
LP-20260625-B-005,597,Lake Powell,Collaborative Planning and Adaptive Management in Glen Canyon: A Cautionary Tale,https://scholarship.law.uci.edu/cgi/viewcontent.cgi?article=1171&context=faculty_scholarship,scholarship.law.uci.edu,eYLS (Yale Law School),research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,,,,failed: <urlopen error [Errno 11001] getaddrinfo failed>,False,,False,,0
LP-20260625-B-006,597,Lake Powell,Decision analysis to support development of the Glen Canyon Dam long-term experimental and management plan,https://pubs.usgs.gov/sir/2015/5176/sir20155176.pdf,pubs.usgs.gov,Scientific investigations report,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,140448c268facffed918c7778a79cc5625367e06ac6ca6415bc909e3d0df4427,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-006_decision_analysis_to_support_development_of_the_glen_canyon_dam_long_term_experi.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-006_decision_analysis_to_support_development_of_the_glen_canyon_dam_long_term_experi.txt,290791
LP-20260625-B-007,597,Lake Powell,Inferred inflow forecast horizons guiding reservoir release decisions across the United States,https://hess.copernicus.org/articles/24/1275/2020/hess-24-1275-2020.pdf,hess.copernicus.org,Hydrology and earth system sciences,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,d8dcfc31fe696750c3858c5b192c1696888f5be9bb4d2ec2fda90788e60b216d,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-007_inferred_inflow_forecast_horizons_guiding_reservoir_release_decisions_across_the.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-007_inferred_inflow_forecast_horizons_guiding_reservoir_release_decisions_across_the.txt,72605
LP-20260625-B-008,597,Lake Powell,Financial Analysis of the 2018 Glen Canyon Dam Bug Flow Experiment,https://www.osti.gov/servlets/purl/1526634,www.osti.gov,,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,2138196776812bbcc7b992d5d0e4ac36c9ecab09ada65d60467106e3bd2ebd98,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-008_financial_analysis_of_the_2018_glen_canyon_dam_bug_flow_experiment.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-008_financial_analysis_of_the_2018_glen_canyon_dam_bug_flow_experiment.txt,77900
LP-20260625-B-009,597,Lake Powell,Financial Analysis of Experimental Releases Conducted at Glen Canyon Dam during Water Year 2021,https://www.osti.gov/biblio/1879534,www.osti.gov,,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,text/html;charset=UTF-8,a25e2b144182937c6c1cb91e5a9acff516845c2559f19a6a60a4ea239d62d36b,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-009_financial_analysis_of_experimental_releases_conducted_at_glen_canyon_dam_during_.html,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-009_financial_analysis_of_experimental_releases_conducted_at_glen_canyon_dam_during_.txt,5772
LP-20260625-B-010,597,Lake Powell,Financial Analysis of the High Flow Experiment conducted at the Glen Canyon Dam during Water Year 2023,https://www.osti.gov/servlets/purl/2587205,www.osti.gov,,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,0c1f363d5530cba60f8d7d5cca35f373e625c84e548750d724201174a283e9aa,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-010_financial_analysis_of_the_high_flow_experiment_conducted_at_the_glen_canyon_dam_.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-010_financial_analysis_of_the_high_flow_experiment_conducted_at_the_glen_canyon_dam_.txt,42716
LP-20260625-B-011,597,Lake Powell,Loss of Glen Canyon Dam Hydropower Plant Capabilities,https://www.osti.gov/servlets/purl/3022829,www.osti.gov,,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,011f05efc89ee32deaecf860ce1dc6fd39f7a5d8ec495b207eb4652de63a8272,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-011_loss_of_glen_canyon_dam_hydropower_plant_capabilities.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-011_loss_of_glen_canyon_dam_hydropower_plant_capabilities.txt,190480
LP-20260625-B-012,597,Lake Powell,A literature review and hypsometric analysis to support decisions on trout management flows on the Colorado River downstream from Glen Canyon Dam,https://pubs.usgs.gov/of/2024/1033/ofr20241033.pdf,pubs.usgs.gov,Antarctica A Keystone in a Changing World,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,69d72d9c3871ae65859cd62629d7a2709ac1646bb83080ee09d64a632b2d1df1,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-012_a_literature_review_and_hypsometric_analysis_to_support_decisions_on_trout_manag.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-012_a_literature_review_and_hypsometric_analysis_to_support_decisions_on_trout_manag.txt,205297
LP-20260625-B-013,597,Lake Powell,Understanding Uncertainties in Future Colorado River Streamflow,https://journals.ametsoc.org/downloadpdf/journals/bams/95/1/bams-d-12-00228.1.pdf,journals.ametsoc.org,Bulletin of the American Meteorological Society,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,,,,failed: HTTP Error 403: Forbidden,False,,False,,0
LP-20260625-B-014,597,Lake Powell,Sustainable water deliveries from the Colorado River in a changing climate,https://www.pnas.org/doi/pdf/10.1073/pnas.0812762106,www.pnas.org,Proceedings of the National Academy of Sciences,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,,,,failed: HTTP Error 403: Forbidden,False,,False,,0
LP-20260625-B-015,597,Lake Powell,"Flow Management for Hydropower Extirpates Aquatic Insects, Undermining River Food Webs",https://academic.oup.com/bioscience/article-pdf/66/7/561/17462176/biw059.pdf,academic.oup.com,BioScience,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,bfb7edd3c813c57c968592a1e8057f7a42e3fcae3df8f81468034ca6e011d707,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-015_flow_management_for_hydropower_extirpates_aquatic_insects_undermining_river_food.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-015_flow_management_for_hydropower_extirpates_aquatic_insects_undermining_river_food.txt,77583
LP-20260625-B-016,597,Lake Powell,A simplified water temperature model for the Colorado River below Glen Canyon Dam,https://doi.org/10.1002/rra.1179,doi.org,River Research and Applications,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,,,,failed: HTTP Error 403: Forbidden,False,,False,,0
LP-20260625-B-017,597,Lake Powell,"Water-Temperature Data for the Colorado River and Tributaries Between Glen Canyon Dam and Spencer Canyon, Northern Arizona, 1988-2005",https://doi.org/10.3133/ds251,doi.org,Data series,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,text/html; charset=utf-8,db23137c009762c8976c6c96247b6481f64381935e3a8e18a4e53c9cc57d5572,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-017_water_temperature_data_for_the_colorado_river_and_tributaries_between_glen_canyo.html,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-017_water_temperature_data_for_the_colorado_river_and_tributaries_between_glen_canyo.txt,3243
LP-20260625-B-018,597,Lake Powell,"Effects of three high-flow experiments on the Colorado River ecosystem downstream from Glen Canyon Dam, Arizona",https://doi.org/10.3133/cir1366,doi.org,U.S. Geological Survey circular/U.S. Geological Survey Circular,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-25,stage1_agentic_workflow_20260625,text/html; charset=utf-8,176ac8c9af924edbd12b85df46f160b76d9a1ab0a7c05781fb5a34b3d16f1fd9,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-018_effects_of_three_high_flow_experiments_on_the_colorado_river_ecosystem_downstrea.html,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-018_effects_of_three_high_flow_experiments_on_the_colorado_river_ecosystem_downstrea.txt,5409
LP-20260625-B-019,597,Lake Powell,Modeling the Impacts of Glen Canyon Dam Operations on Colorado River Resources,https://www.usbr.gov/uc/progact/amp/pdfs/LTEMP/20240408-ModelingImpactsGlenCanyonDamOperationsColoradoRiverResources-508-UCRO.pdf,www.usbr.gov,Bureau of Reclamation / technical authors,technical_memo,TR-B,Technical report/modeling source directly about impacts of Glen Canyon Dam operations.,2026-06-25,stage1_agentic_workflow_20260625,application/pdf,7185897914273ee6fd6593e8750ddd51e49cf3fff5ca8962a18e08536b340c99,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-019_modeling_the_impacts_of_glen_canyon_dam_operations_on_colorado_river_resources.pdf,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-019_modeling_the_impacts_of_glen_canyon_dam_operations_on_colorado_river_resources.txt,209625
LP-20260625-B-020,597,Lake Powell,LTEMP Science Plan - Glen Canyon Dam AMP,https://gcdamp.com/index.php/LTEMP_Science_Plan,gcdamp.com,Glen Canyon Dam AMP,technical_memo,TR-B,Program science plan explaining LTEMP monitoring and downstream resource concerns.,2026-06-25,stage1_agentic_workflow_20260625,text/html; charset=UTF-8,4055082a574dcaf73ab24707d8245026cf9badbb0d41318b926068f262320376,,ok,True,runs\lake_powell_20260625\sources\raw\LP-20260625-B-020_ltemp_science_plan_glen_canyon_dam_amp.html,True,runs\lake_powell_20260625\sources\text\LP-20260625-B-020_ltemp_science_plan_glen_canyon_dam_amp.txt,71504
